Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos_x,Velocidad (Mbps),Accesos_y
corrientes,saladas,saladas,ADSL,18126010,627 ,,
corrientes,saladas,saladas,SATELITAL,18126010,2 ,,
corrientes,saladas,san lorenzo,FIBRA OPTICA,18126020,75 ,,
corrientes,saladas,san lorenzo,Otros,18126020,50 ,,
corrientes,saladas,san lorenzo,SATELITAL,18126020,1 ,,
corrientes,saladas,san lorenzo,WIRELESS,18126020,18 ,,
corrientes,san cosme,paso de la patria,FIBRA OPTICA,18133020,1 ,,
corrientes,san cosme,paso de la patria,Otros,18133020,130 ,,
corrientes,san cosme,paso de la patria,SATELITAL,18133020,1 ,,
corrientes,san cosme,paso de la patria,WIRELESS,18133020,60 ,,
corrientes,san cosme,san cosme,ADSL,18133030,71 ,,
corrientes,san cosme,san cosme,Otros,18133030,150 ,,
corrientes,san cosme,san cosme,SATELITAL,18133030,1 ,,
corrientes,san cosme,san cosme,WIRELESS,18133030,9 ,,
corrientes,san cosme,santa ana,Otros,18133040,88 ,,
corrientes,san cosme,santa ana,WIRELESS,18133040,31 ,,
corrientes,san luis del palmar,san luis del palmar,SATELITAL,18140010,1 ,,
corrientes,san martín,la cruz,ADSL,18147030,223 ,,
corrientes,san martín,la cruz,SATELITAL,18147030,1 ,,
corrientes,san miguel,loreto,SATELITAL,18154010,1 ,,
corrientes,san miguel,loreto,WIRELESS,18154010,36 ,,
corrientes,san miguel,san miguel,FIBRA OPTICA,18154020,3 ,,
corrientes,san miguel,san miguel,SATELITAL,18154020,1 ,,
corrientes,san miguel,san miguel,WIRELESS,18154020,118 ,,
corrientes,san roque,chavarría,SATELITAL,18161010,2 ,,
corrientes,san roque,pedro r. fernández (est. manuel f. mantilla),SATELITAL,18161040,1 ,,
corrientes,san roque,san roque,SATELITAL,18161050,2 ,,
corrientes,santo tomé,gobernador igr. valentín virasoro,ADSL,18168030,574 ,,
corrientes,santo tomé,gobernador igr. valentín virasoro,FIBRA OPTICA,18168030,6 ,,
corrientes,santo tomé,gobernador igr. valentín virasoro,OTROS,18168030,1 ,,
corrientes,santo tomé,gobernador igr. valentín virasoro,SATELITAL,18168030,4 ,,
corrientes,santo tomé,josé rafael gómez,WIRELESS,18168010,33 ,,
corrientes,santo tomé,santo tomé,ADSL,18168040,694 ,,
corrientes,santo tomé,santo tomé,FIBRA OPTICA,18168040,435 ,,
corrientes,santo tomé,santo tomé,SATELITAL,18168040,2 ,,
corrientes,santo tomé,santo tomé,WIRELESS,18168040,598 ,,
corrientes,sauce,sauce,CABLEMODEM,18175010,1.050 ,,
corrientes,sauce,sauce,Otros,18175010,0 ,,
corrientes,sauce,sauce,SATELITAL,18175010,2 ,,
entre rios,colón,arroyo barú,FIBRA OPTICA,30008010,80 ,,
entre rios,colón,arroyo barú,WIRELESS,30008010,89 ,,
entre rios,colón,colón,ADSL,30008020,640 ,,
entre rios,colón,colón,CABLEMODEM,30008020,4.907 ,,
entre rios,colón,colón,FIBRA OPTICA,30008020,4.294 ,,
entre rios,colón,colón,Otros,30008020,160 ,,
entre rios,colón,colón,SATELITAL,30008020,5 ,,
entre rios,colón,colón,WIRELESS,30008020,739 ,,
entre rios,colón,colonia hugues,WIRELESS,30008030,93 ,,
entre rios,colón,el brillante,WIRELESS,30008100,43 ,,
entre rios,colón,hambis,Otros,30008040,29 ,,
entre rios,colón,hocker,WIRELESS,30008050,15 ,,
entre rios,colón,la clarita,FIBRA OPTICA,30008060,53 ,,
entre rios,colón,la clarita,WIRELESS,30008060,34 ,,
entre rios,colón,pueblo cazes,Otros,30008070,5 ,,
entre rios,colón,pueblo cazes,WIRELESS,30008070,6 ,,
entre rios,colón,pueblo liebig's,FIBRA OPTICA,30008080,99 ,,
entre rios,colón,pueblo liebig's,WIRELESS,30008080,107 ,,
entre rios,colón,san josé,ADSL,30008090,609 ,,
entre rios,colón,san josé,Otros,30008090,700 ,,
entre rios,colón,san josé,WIRELESS,30008090,622 ,,
entre rios,colón,ubajay,ADSL,30008100,4 ,,
entre rios,colón,ubajay,FIBRA OPTICA,30008100,129 ,,
entre rios,colón,ubajay,WIRELESS,30008100,137 ,,
entre rios,colón,villa  elisa,ADSL,30008110,416 ,,
entre rios,colón,villa  elisa,CABLEMODEM,30008110,1 ,,
entre rios,colón,villa  elisa,DIAL UP,30008110,0 ,,
entre rios,colón,villa  elisa,FIBRA OPTICA,30008110,957 ,,
entre rios,colón,villa  elisa,WIRELESS,30008110,215 ,,
entre rios,concordia,clodomiro ledesma,Otros,30015020,30 ,,
entre rios,concordia,concordia,ADSL,30015060,2.314 ,,
entre rios,concordia,concordia,CABLEMODEM,30015060,5.730 ,,
entre rios,concordia,concordia,FIBRA OPTICA,30015060,7.160 ,,
entre rios,concordia,concordia,OTROS,30015060,1 ,,
entre rios,concordia,concordia,SATELITAL,30015060,3 ,,
entre rios,concordia,concordia,WIRELESS,30015060,627 ,,
entre rios,concordia,la criolla,FIBRA OPTICA,30015090,6 ,,
entre rios,concordia,la criolla,WIRELESS,30015090,6 ,,
entre rios,concordia,los charrúas,WIRELESS,30015100,44 ,,
entre rios,concordia,pedernal,Otros,30015130,3 ,,
entre rios,concordia,pedernal,WIRELESS,30015130,59 ,,
entre rios,diamante,aldea brasilera,WIRELESS,30021010,46 ,,
entre rios,diamante,aldea protestante,ADSL,30021020,3 ,,
entre rios,diamante,aldea protestante,FIBRA OPTICA,30021020,130 ,,
entre rios,diamante,aldea protestante,Otros,30021020,153 ,,
entre rios,diamante,aldea protestante,WIRELESS,30021020,55 ,,
entre rios,diamante,aldea spatzenkutter,WIRELESS,30021050,45 ,,
entre rios,diamante,aldea valle maría,FIBRA OPTICA,30021060,85 ,,
entre rios,diamante,aldea valle maría,WIMAX,30021060,224 ,,
entre rios,diamante,aldea valle maría,WIRELESS,30021060,26 ,,
entre rios,diamante,colonia ensayo,WIRELESS,30021070,10 ,,
entre rios,diamante,diamante,ADSL,30021080,1.547 ,,
entre rios,diamante,diamante,CABLEMODEM,30021080,1.130 ,,
entre rios,diamante,diamante,WIRELESS,30021080,390 ,,
entre rios,diamante,estación camps,WIRELESS,30021090,31 ,,
entre rios,diamante,general alvear,WIRELESS,30021100,17 ,,
entre rios,diamante,general racedo,WIRELESS,30021110,15 ,,
entre rios,diamante,general ramírez,ADSL,30021120,409 ,,
entre rios,diamante,general ramírez,CABLEMODEM,30021120,2.419 ,,
entre rios,diamante,general ramírez,WIRELESS,30021120,92 ,,
entre rios,diamante,otros,WIRELESS,Sin Datos,124 ,,
entre rios,diamante,strobel,CABLEMODEM,30021120,100 ,,
entre rios,diamante,villa libertador san martín,ADSL,30021150,416 ,,
entre rios,diamante,villa libertador san martín,Otros,30021150,1 ,,
entre rios,diamante,villa libertador san martín,WIRELESS,30021150,442 ,,
entre rios,federación,chajarí,ADSL,30028010,485 ,,
entre rios,federación,chajarí,CABLEMODEM,30028010,5.927 ,,
entre rios,federación,chajarí,FIBRA OPTICA,30028010,5.356 ,,
entre rios,federación,chajarí,WIRELESS,30028010,100 ,,
entre rios,federación,colonia alemana,WIRELESS,30028020,45 ,,
entre rios,federación,colonia ensanche sauce,WIRELESS,30028090,28 ,,
entre rios,federación,colonia la argentina,WIRELESS,30028040,46 ,,
entre rios,federación,colonia peña,WIRELESS,30028050,23 ,,
entre rios,federación,colonia santa maría,WIRELESS,30028040,16 ,,
entre rios,federación,federación,ADSL,30028070,942 ,,
entre rios,federación,federación,FIBRA OPTICA,30028070,1 ,,
entre rios,federación,federación,WIRELESS,30028070,41 ,,
entre rios,federación,los conquistadores,CABLEMODEM,30028080,131 ,,
entre rios,federación,los conquistadores,WIRELESS,30028080,422 ,,
entre rios,federación,san jaime de la frontera,CABLEMODEM,30028090,6 ,,
entre rios,federación,san jaime de la frontera,WIRELESS,30028090,6 ,,
entre rios,federación,san pedro,FIBRA OPTICA,30028100,275 ,,
entre rios,federación,san pedro,WIRELESS,30028100,35 ,,
entre rios,federación,san ramón,WIRELESS,30028105,47 ,,
entre rios,federación,santa ana,CABLEMODEM,30028110,1 ,,
entre rios,federación,santa ana,FIBRA OPTICA,30028110,418 ,,
entre rios,federación,santa ana,WIRELESS,30028110,16 ,,
entre rios,federación,villa del rosario,CABLEMODEM,30028120,4 ,,
entre rios,federación,villa del rosario,FIBRA OPTICA,30028120,644 ,,
entre rios,federación,villa del rosario,WIRELESS,30028120,100 ,,
entre rios,federal,conscripto bernardi,WIRELESS,30035010,113 ,,
entre rios,federal,el cimarrón,WIRELESS,30035020,38 ,,
entre rios,federal,federal,ADSL,30035030,333 ,,
entre rios,federal,federal,FIBRA OPTICA,30035030,1 ,,
entre rios,federal,federal,Otros,30035030,1.100 ,,
entre rios,federal,federal,WIRELESS,30035030,251 ,,
entre rios,federal,nueva vizcaya,WIRELESS,30035040,20 ,,
entre rios,federal,sauce de luna,FIBRA OPTICA,30035050,3 ,,
entre rios,federal,sauce de luna,SATELITAL,30035050,1 ,,
entre rios,federal,sauce de luna,WIRELESS,30035050,565 ,,
entre rios,feliciano,san josé de feliciano,FIBRA OPTICA,30042010,400 ,,
entre rios,feliciano,san josé de feliciano,SATELITAL,30042010,2 ,,
entre rios,feliciano,san josé de feliciano,WIRELESS,30042010,703 ,,
entre rios,feliciano,san víctor,WIRELESS,30042020,18 ,,
entre rios,gualeguay,general galarza,ADSL,30049030,2 ,,
entre rios,gualeguay,general galarza,WIRELESS,30049030,606 ,,
entre rios,gualeguay,gualeguay,ADSL,30049040,3.531 ,,
entre rios,gualeguay,gualeguay,CABLEMODEM,30049040,4.256 ,,
entre rios,gualeguay,gualeguay,FIBRA OPTICA,30049040,8 ,,
entre rios,gualeguay,gualeguay,Otros,30049040,753 ,,
entre rios,gualeguay,gualeguay,SATELITAL,30049040,1 ,,
entre rios,gualeguay,gualeguay,WIRELESS,30049040,1.354 ,,
entre rios,gualeguaychú,aldea san antonio,CABLEMODEM,30056010,188 ,,
entre rios,gualeguaychú,aldea san antonio,SATELITAL,30056010,1 ,,
entre rios,gualeguaychú,aldea san juan,WIRELESS,30056020,19 ,,
entre rios,gualeguaychú,enrique carbó,WIRELESS,30056030,27 ,,
entre rios,gualeguaychú,faustino m. parera,ADSL,30056040,2 ,,
entre rios,gualeguaychú,gilbert,CABLEMODEM,30056060,63 ,,
entre rios,gualeguaychú,gualeguaychú,ADSL,30056070,3.045 ,,
entre rios,gualeguaychú,gualeguaychú,CABLEMODEM,30056070,13.017 ,,
entre rios,gualeguaychú,gualeguaychú,DIAL UP,30056070,1 ,,
entre rios,gualeguaychú,gualeguaychú,FIBRA OPTICA,30056070,9.445 ,,
entre rios,gualeguaychú,gualeguaychú,Otros,30056070,1 ,,
entre rios,gualeguaychú,gualeguaychú,WIRELESS,30056070,2.109 ,,
entre rios,gualeguaychú,larroque,ADSL,30056090,161 ,,
entre rios,gualeguaychú,larroque,FIBRA OPTICA,30056090,386 ,,
entre rios,gualeguaychú,larroque,WIRELESS,30056090,484 ,,
entre rios,gualeguaychú,pueblo general belgrano,CABLEMODEM,30056100,1.291 ,,
entre rios,gualeguaychú,pueblo general belgrano,FIBRA OPTICA,30056100,1 ,,
entre rios,gualeguaychú,urdinarrain,ADSL,30056110,693 ,,
entre rios,gualeguaychú,urdinarrain,CABLEMODEM,30056110,1.221 ,,
entre rios,islas del ibicuy,ceibas,WIRELESS,30063020,48 ,,
entre rios,islas del ibicuy,ibicuy,CABLEMODEM,30063030,742 ,,
entre rios,islas del ibicuy,ibicuy,FIBRA OPTICA,30063030,135 ,,
entre rios,islas del ibicuy,ibicuy,WIRELESS,30063030,25 ,,
entre rios,islas del ibicuy,médanos,WIRELESS,30063040,38 ,,
entre rios,islas del ibicuy,villa paranacito,CABLEMODEM,30063060,92 ,,
entre rios,la paz,bovril,FIBRA OPTICA,30070010,988 ,,
entre rios,la paz,bovril,WIRELESS,30070010,5 ,,
entre rios,la paz,colonia avigdor,WIRELESS,30070020,68 ,,
entre rios,la paz,el solar,WIRELESS,30070030,22 ,,
entre rios,la paz,la paz,ADSL,30070040,759 ,,
entre rios,la paz,la paz,CABLEMODEM,30070040,2.304 ,,
entre rios,la paz,la paz,FIBRA OPTICA,30070040,3.358 ,,
entre rios,la paz,la paz,WIRELESS,30070040,799 ,,
entre rios,la paz,piedras blancas,CABLEMODEM,30070050,78 ,,
entre rios,la paz,piedras blancas,FIBRA OPTICA,30070050,1 ,,
entre rios,la paz,piedras blancas,WIRELESS,30070050,4 ,,
entre rios,la paz,pueblo arrúa (est. alcaraz),FIBRA OPTICA,30070005,207 ,,
entre rios,la paz,pueblo arrúa (est. alcaraz),SATELITAL,30070005,1 ,,
entre rios,la paz,pueblo arrúa (est. alcaraz),WIRELESS,30070005,145 ,,
entre rios,la paz,san gustavo,FIBRA OPTICA,30070070,32 ,,
entre rios,la paz,san gustavo,WIRELESS,30070070,189 ,,
entre rios,la paz,santa elena,ADSL,30070080,1.060 ,,
entre rios,la paz,santa elena,CABLEMODEM,30070080,266 ,,
entre rios,la paz,santa elena,WIRELESS,30070080,437 ,,
entre rios,nogoyá,aranguren,CABLEMODEM,30077010,322 ,,
entre rios,nogoyá,aranguren,SATELITAL,30077010,1 ,,
entre rios,nogoyá,aranguren,WIRELESS,30077010,93 ,,
entre rios,nogoyá,betbeder,WIRELESS,30077020,20 ,,
entre rios,nogoyá,don cristóbal,WIRELESS,30077030,71 ,,
entre rios,nogoyá,febré,WIRELESS,30077040,4 ,,
entre rios,nogoyá,hernández,ADSL,30077050,94 ,,
entre rios,nogoyá,hernández,SATELITAL,30077050,1 ,,
entre rios,nogoyá,hernández,WIRELESS,30077050,125 ,,
entre rios,nogoyá,lucas gonzález,ADSL,30077060,300 ,,
entre rios,nogoyá,lucas gonzález,Otros,30077060,1 ,,
entre rios,nogoyá,lucas gonzález,WIRELESS,30077060,197 ,,
entre rios,nogoyá,nogoyá,ADSL,30077070,661 ,,
entre rios,nogoyá,nogoyá,Otros,30077070,697 ,,
entre rios,nogoyá,nogoyá,WIRELESS,30077070,716 ,,
entre rios,nogoyá,otros,WIRELESS,Sin Datos,13 ,,
entre rios,nogoyá,xx de setiembre,WIRELESS,30077080,41 ,,
entre rios,otros,otros,Otros,Sin Datos,7.169 ,,
entre rios,paraná,aldea maría luisa,WIRELESS,30084010,8 ,,
entre rios,paraná,aldea san rafael,WIRELESS,30084020,9 ,,
entre rios,paraná,cerrito,ADSL,30084050,129 ,,
entre rios,paraná,cerrito,CABLEMODEM,30084050,950 ,,
entre rios,paraná,cerrito,SATELITAL,30084050,1 ,,
entre rios,paraná,cerrito,WIRELESS,30084050,94 ,,
entre rios,paraná,colonia avellaneda,ADSL,30084060,268 ,,
entre rios,paraná,colonia avellaneda,WIRELESS,30084060,58 ,,
entre rios,paraná,crespo,ADSL,30084070,501 ,,
entre rios,paraná,crespo,CABLEMODEM,30084070,4.873 ,,
entre rios,paraná,crespo,FIBRA OPTICA,30084070,1.028 ,,
entre rios,paraná,crespo,WIRELESS,30084070,94 ,,
entre rios,paraná,crucesitas séptima sección,WIRELESS,30084095,118 ,,
entre rios,paraná,el palenque,WIRELESS,30084080,5 ,,
entre rios,paraná,el pingo,Otros,30084090,1 ,,
entre rios,paraná,el pingo,WIRELESS,30084090,50 ,,
entre rios,paraná,el ramblón,WIRELESS,30084095,18 ,,
entre rios,paraná,hasenkamp,CABLEMODEM,30084100,848 ,,
entre rios,paraná,hasenkamp,FIBRA OPTICA,30084100,2 ,,
entre rios,paraná,hasenkamp,Otros,30084100,9 ,,
entre rios,paraná,hasenkamp,SATELITAL,30084100,1 ,,
entre rios,paraná,hasenkamp,WIRELESS,30084100,224 ,,
entre rios,paraná,hernandarias,CABLEMODEM,30084110,366 ,,
entre rios,paraná,hernandarias,WIRELESS,30084110,25 ,,
entre rios,paraná,la picada,ADSL,30084120,6 ,,
entre rios,paraná,la picada,FIBRA OPTICA,30084120,1 ,,
entre rios,paraná,las tunas,WIRELESS,30084130,54 ,,
entre rios,paraná,maría grande,CABLEMODEM,30084140,1.486 ,,
entre rios,paraná,maría grande,DIAL UP,30084140,1 ,,
entre rios,paraná,maría grande,FIBRA OPTICA,30084140,419 ,,
entre rios,paraná,maría grande,Otros,30084140,138 ,,
entre rios,paraná,maría grande,WIRELESS,30084140,239 ,,
entre rios,paraná,oro verde,ADSL,30084150,256 ,,
entre rios,paraná,oro verde,CABLEMODEM,30084150,1 ,,
entre rios,paraná,oro verde,WIRELESS,30084150,60 ,,
entre rios,paraná,otros,WIRELESS,Sin Datos,13 ,,
entre rios,paraná,paraná,ADSL,30084160,2.302 ,,
entre rios,paraná,paraná,CABLEMODEM,30084160,84.255 ,,
entre rios,paraná,paraná,DIAL UP,30084160,13 ,,
entre rios,paraná,paraná,FIBRA OPTICA,30084160,10.295 ,,
entre rios,paraná,paraná,Otros,30084160,7 ,,
entre rios,paraná,paraná,SATELITAL,30084160,1 ,,
entre rios,paraná,paraná,WIRELESS,30084160,1.204 ,,
entre rios,paraná,pueblo brugo,WIRELESS,30084180,45 ,,
entre rios,paraná,san benito,ADSL,30084200,91 ,,
entre rios,paraná,san benito,CABLEMODEM,30084200,1.274 ,,
entre rios,paraná,san benito,WIRELESS,30084200,184 ,,
entre rios,paraná,sauce montrull,WIRELESS,30084210,71 ,,
entre rios,paraná,seguí,ADSL,30084230,1 ,,
entre rios,paraná,seguí,CABLEMODEM,30084230,498 ,,
entre rios,paraná,seguí,SATELITAL,30084230,1 ,,
entre rios,paraná,seguí,WIRELESS,30084230,292 ,,
entre rios,paraná,tabossi,CABLEMODEM,30084250,311 ,,
entre rios,paraná,tabossi,FIBRA OPTICA,30084250,54 ,,
entre rios,paraná,tabossi,WIRELESS,30084250,128 ,,
entre rios,paraná,viale,ADSL,30084270,682 ,,
entre rios,paraná,viale,CABLEMODEM,30084270,295 ,,
entre rios,paraná,viale,FIBRA OPTICA,30084270,136 ,,
entre rios,paraná,viale,WIRELESS,30084270,801 ,,
entre rios,paraná,villa urquiza,ADSL,30084300,1 ,,
entre rios,san salvador,general campos,ADSL,30088010,1 ,,
entre rios,san salvador,general campos,FIBRA OPTICA,30088010,35 ,,
entre rios,san salvador,general campos,Otros,30088010,37 ,,
entre rios,san salvador,general campos,SATELITAL,30088010,1 ,,
entre rios,san salvador,general campos,WIRELESS,30088010,188 ,,
entre rios,san salvador,san salvador,ADSL,30088020,298 ,,
entre rios,san salvador,san salvador,FIBRA OPTICA,30088020,1.247 ,,
entre rios,san salvador,san salvador,Otros,30088020,259 ,,
entre rios,san salvador,san salvador,WIRELESS,30088020,286 ,,
entre rios,tala,durazno,ADSL,30091020,5 ,,
entre rios,tala,durazno,WIRELESS,30091020,44 ,,
entre rios,tala,gobernador echagüe,WIRELESS,30091040,8 ,,
entre rios,tala,gobernador mansilla,WIRELESS,30091050,75 ,,
entre rios,tala,gobernador solá,WIRELESS,30091060,11 ,,
entre rios,tala,las guachas,WIRELESS,30091080,3 ,,
entre rios,tala,maciá,CABLEMODEM,30091090,209 ,,
entre rios,tala,maciá,WIRELESS,30091090,41 ,,
entre rios,tala,rosario del tala,ADSL,30091100,945 ,,
entre rios,tala,rosario del tala,FIBRA OPTICA,30091100,452 ,,
entre rios,tala,rosario del tala,Otros,30091100,,,
entre rios,uruguay,1º de mayo,WIRELESS,30098090,139 ,,
entre rios,uruguay,basavilbaso,ADSL,30098010,485 ,,
entre rios,uruguay,basavilbaso,FIBRA OPTICA,30098010,1.351 ,,
entre rios,uruguay,basavilbaso,WIRELESS,30098010,363 ,,
entre rios,uruguay,caseros,ADSL,30098020,63 ,,
entre rios,uruguay,caseros,FIBRA OPTICA,30098020,707 ,,
entre rios,uruguay,caseros,Otros,30098020,6 ,,
entre rios,uruguay,caseros,SATELITAL,30098020,1 ,,
entre rios,uruguay,caseros,WIRELESS,30098020,60 ,,
entre rios,uruguay,colonia elía,FIBRA OPTICA,30098030,14 ,,
entre rios,uruguay,colonia elía,WIRELESS,30098030,160 ,,
entre rios,uruguay,concepción del uruguay,ADSL,30098040,3.963 ,,
entre rios,uruguay,concepción del uruguay,CABLEMODEM,30098040,9.449 ,,
entre rios,uruguay,concepción del uruguay,DIAL UP,30098040,5 ,,
entre rios,uruguay,concepción del uruguay,FIBRA OPTICA,30098040,10.354 ,,
entre rios,uruguay,concepción del uruguay,WIRELESS,30098040,1.746 ,,
entre rios,uruguay,estancia san pedro,WIRELESS,30098030,6 ,,
entre rios,uruguay,herrera,ADSL,30098060,87 ,,
entre rios,uruguay,herrera,WIRELESS,30098060,120 ,,
entre rios,uruguay,las moscas,FIBRA OPTICA,30098070,7 ,,
entre rios,uruguay,las moscas,WIRELESS,30098070,46 ,,
entre rios,uruguay,líbaros,WIRELESS,30098080,41 ,,
entre rios,uruguay,pronunciamiento,WIRELESS,30098100,175 ,,
entre rios,uruguay,rocamora,WIRELESS,30098110,59 ,,
entre rios,uruguay,santa anita,FIBRA OPTICA,30098120,305 ,,
entre rios,uruguay,santa anita,WIRELESS,30098120,62 ,,
entre rios,uruguay,villa mantero,ADSL,30098130,32 ,,
entre rios,uruguay,villa mantero,FIBRA OPTICA,30098130,196 ,,
entre rios,uruguay,villa mantero,SATELITAL,30098130,1 ,,
entre rios,uruguay,villa mantero,WIRELESS,30098130,38 ,,
entre rios,uruguay,villa san justo,FIBRA OPTICA,30098140,455 ,,
entre rios,uruguay,villa san justo,WIRELESS,30098140,96 ,,
entre rios,uruguay,villa san marcial (est. gobernador urquiza),WIRELESS,30098150,55 ,,
entre rios,victoria,molino doll,WIRELESS,30105040,10 ,,
entre rios,victoria,rincón de nogoyá,WIRELESS,30105040,19 ,,
entre rios,victoria,victoria,ADSL,30105060,1.868 ,,
entre rios,victoria,victoria,CABLEMODEM,30105060,9.907 ,,
entre rios,victoria,victoria,FIBRA OPTICA,30105060,2.827 ,,
entre rios,victoria,victoria,WIRELESS,30105060,352 ,,
entre rios,villaguay,estación raíces,ADSL,30113010,18 ,,
entre rios,villaguay,estación raíces,WIRELESS,30113010,5 ,,
entre rios,villaguay,ingeniero miguel sajaroff,WIRELESS,30113020,44 ,,
entre rios,villaguay,jubileo,FIBRA OPTICA,30113030,126 ,,
entre rios,villaguay,jubileo,Otros,30113030,35 ,,
entre rios,villaguay,paso de la laguna,FIBRA OPTICA,30113050,8 ,,
entre rios,villaguay,paso de la laguna,WIRELESS,30113050,39 ,,
entre rios,villaguay,villa clara,ADSL,30113060,54 ,,
entre rios,villaguay,villa clara,FIBRA OPTICA,30113060,290 ,,
entre rios,villaguay,villa clara,SATELITAL,30113060,1 ,,
entre rios,villaguay,villa clara,WIRELESS,30113060,68 ,,
entre rios,villaguay,villa domínguez,FIBRA OPTICA,30113070,230 ,,
entre rios,villaguay,villa domínguez,WIRELESS,30113070,114 ,,
entre rios,villaguay,villaguay,ADSL,30113080,853 ,,
entre rios,villaguay,villaguay,FIBRA OPTICA,30113080,3.349 ,,
entre rios,villaguay,villaguay,OTROS,30113080,1 ,,
entre rios,villaguay,villaguay,WIRELESS,30113080,1.266 ,,
formosa,bermejo,fortín soledad,WIRELESS,34007003,8 ,,
formosa,bermejo,guadalcazar,WIRELESS,34007005,9 ,,
formosa,bermejo,la rinconada,WIRELESS,34007007,8 ,,
formosa,bermejo,laguna yema,SATELITAL,34007010,2 ,,
formosa,bermejo,laguna yema,WIRELESS,34007010,76 ,,
formosa,bermejo,lamadrid,WIRELESS,34007015,7 ,,
formosa,bermejo,los chiriguanos,WIRELESS,34007020,41 ,,
formosa,bermejo,pozo de maza,SATELITAL,34007030,1 ,,
formosa,bermejo,pozo de maza,WIRELESS,34007030,17 ,,
formosa,bermejo,pozo del mortero,WIRELESS,34007040,13 ,,
formosa,bermejo,vaca perdida,WIRELESS,34007050,5 ,,
formosa,formosa,colonia pastoril,WIRELESS,34014010,76 ,,
formosa,formosa,formosa,ADSL,34014020,5.319 ,,
formosa,formosa,formosa,CABLEMODEM,34014020,18.580 ,,
formosa,formosa,formosa,FIBRA OPTICA,34014020,12.388 ,,
formosa,formosa,formosa,Otros,34014020,116 ,,
formosa,formosa,formosa,SATELITAL,34014020,5 ,,
formosa,formosa,formosa,WIRELESS,34014020,7.626 ,,
formosa,formosa,gran guardia,Otros,34014030,0 ,,
formosa,formosa,gran guardia,WIRELESS,34014030,69 ,,
formosa,formosa,mariano boedo,WIRELESS,34014040,31 ,,
formosa,formosa,mojón de fierro,Otros,34014050,0 ,,
formosa,formosa,mojón de fierro,SATELITAL,34014050,1 ,,
formosa,formosa,mojón de fierro,WIRELESS,34014050,34 ,,
formosa,formosa,san hilario,SATELITAL,34014060,1 ,,
formosa,formosa,san hilario,WIRELESS,34014060,34 ,,
formosa,formosa,villa del carmen,FIBRA OPTICA,34014070,200 ,,
formosa,formosa,villa del carmen,SATELITAL,34014070,2 ,,
formosa,formosa,villa del carmen,WIRELESS,34014070,33 ,,
formosa,laishi,banco payaguá,WIRELESS,34021010,32 ,,
formosa,laishi,general lucio victorio mansilla,ADSL,34021020,4 ,,
formosa,laishi,general lucio victorio mansilla,SATELITAL,34021020,2 ,,
formosa,laishi,general lucio victorio mansilla,WIRELESS,34021020,167 ,,
formosa,laishi,herradura,WIRELESS,34021030,117 ,,
formosa,laishi,otros,WIRELESS,Sin Datos,132 ,,
formosa,laishi,san francisco de laishi,Otros,34021040,0 ,,
formosa,laishi,san francisco de laishi,SATELITAL,34021040,3 ,,
formosa,laishi,san francisco de laishi,WIRELESS,34021040,324 ,,
formosa,laishi,tatané,WIRELESS,34021050,43 ,,
formosa,laishi,villa escolar,WIRELESS,34021060,102 ,,
formosa,matacos,ingeniero guillermo n. juárez,ADSL,34028010,180 ,,
formosa,matacos,ingeniero guillermo n. juárez,SATELITAL,34028010,1 ,,
formosa,matacos,ingeniero guillermo n. juárez,WIRELESS,34028010,254 ,,
formosa,patiño,bartolomé de las casas,SATELITAL,34035010,1 ,,
formosa,patiño,bartolomé de las casas,WIRELESS,34035010,6 ,,
formosa,patiño,comandante fontana,WIRELESS,34035030,751 ,,
formosa,patiño,estanislao del campo,ADSL,34035050,21 ,,
formosa,patiño,estanislao del campo,Otros,34035050,0 ,,
formosa,patiño,estanislao del campo,WIRELESS,34035050,157 ,,
formosa,patiño,fortín cabo 1º lugones,WIRELESS,34035060,145 ,,
formosa,patiño,fortín sargento 1º leyes,WIRELESS,34035070,6 ,,
formosa,patiño,ibarreta,ADSL,34035080,214 ,,
formosa,patiño,ibarreta,SATELITAL,34035080,3 ,,
formosa,patiño,ibarreta,WIRELESS,34035080,519 ,,
formosa,patiño,juan g. bazán,WIRELESS,34035090,11 ,,
formosa,patiño,las lomitas,ADSL,34035100,412 ,,
formosa,patiño,las lomitas,FIBRA OPTICA,34035100,1.553 ,,
formosa,patiño,las lomitas,Otros,34035100,1 ,,
formosa,patiño,las lomitas,SATELITAL,34035100,4 ,,
formosa,patiño,las lomitas,WIRELESS,34035100,235 ,,
formosa,patiño,otros,WIRELESS,Sin Datos,44 ,,
formosa,patiño,posta cambio zalazar,WIRELESS,34035110,58 ,,
formosa,patiño,pozo del tigre,ADSL,34035120,16 ,,
formosa,patiño,pozo del tigre,FIBRA OPTICA,34035120,200 ,,
formosa,patiño,pozo del tigre,WIRELESS,34035120,190 ,,
formosa,patiño,san martín i,WIRELESS,34035130,5 ,,
formosa,patiño,san martín ii,FIBRA OPTICA,34035140,1 ,,
formosa,patiño,san martín ii,WIRELESS,34035140,369 ,,
formosa,patiño,subteniente perín,SATELITAL,34035150,1 ,,
formosa,patiño,subteniente perín,WIRELESS,34035150,71 ,,
formosa,patiño,villa general güemes,FIBRA OPTICA,34035160,2 ,,
formosa,patiño,villa general güemes,WIRELESS,34035160,447 ,,
